id_message,message,posted_on,id_disc,id_user
1131,Ah... il fallait seulement ne pas retrancher les atténuations de produit donc les OBNETDEB...,2018-06-25 17:30:54,453,130
1132,"Bonjour, les données de l'inventaire au 31/12/2019 ne sont toujours pas disponibles ?
Merci.
",2021-03-29 11:01:44,454,392
1133,"Bonjour
L'inventaire mis à disposition sur data.gouv contient-il les données des opérateurs et sinon, est-il possible de les récupérer par une autre extraction ? 
Je suis plus particulièrement à la recherche de l'inventaire de l'inserm et des universités.

Merci pour votre réponse ",2020-12-04 18:01:15,455,315
1134,"Bonsoir,  sauf erreur le jeu de données est vide . est-il possible d'avoir une nouvelle version ?",2021-03-04 19:18:47,456,393
1135,"Bonjour,

C'est corrigé sur https://data.economie.gouv.fr/pages/accueil/
Ce sera dupliqué cette nuit vers data.gouv.fr

Cordialement",2021-03-05 10:38:14,456,393
1136,Merci pour la rapidité du retour !,2021-03-05 13:38:54,456,393
1137,"Bonjour,

Je ne trouve pas la balance comptable 2019 de la région Pays de la Loire. Pourriez-vous SVP m’indiquer s’il y’aurait une nouvelle version des balances comptables qui serait publiée prochainement ?

Merci d’avance.
Cordialement,
Idir Azikiou",2021-03-04 18:06:52,457,376
1139,"Bonjour,
Les données 2018 des régions sont disponibles dans les fichiers ""export au format csv"" et ""export au format jon"".

Cordialement.",2019-07-02 08:55:32,458,374
1138,"Bonjour,
Nous observons la diffusion du tracé de fichier 2018.
Pour quelle date, les données des régions seront-elles disponibles?
Merci d'avance pour votre retour
Cordialement",2019-07-02 10:29:09,458,374
1140," bonjour,
merci pour ce retour.
Sauf erreur de ma part, des bilans n'ont pas l'information pour le CTYPE (notamment) de renseignée.
EX : REG GUADELOUPE (23971001500029)
et des incohérences sur le NDEPT:
EX : NDEPT à pour valeur '101' et '971'
merci d'avance de votre retour
cordialement
 ",2019-07-03 14:52:45,458,374
1141,"Bonjour,
je réitère ma demande n'ayant pas eu de réponse à mes questions.
merci d'avance
Cordialement",2019-07-09 10:03:44,458,374
1142,je viens de recevoir un mail des impots gouv un remboursement par le dgfip pour un remboursement mais comme il faut donner mon numéro de carte je voudrais avoir confirmation que se n est pas une arnaque merci ,2021-02-18 10:05:51,459,394
1143,"J'ai faire déclaration d'aide aux entreprises que j'ai déclarée depuis le 06/01/2021 , 03/01/2021 et pour Décembre. Jusqu'à ce moment précis, mon dossier n'a pas été traité. J'ai appelé l'agence numéro 01 69 13 26 40 qui me donnait, jusqu'à ce moment mon appel n'a pas été ramassé",2021-02-17 11:19:09,460,395
1144,Bonjour madame je peut être apelle par un conséile svp,2020-12-21 05:27:49,461,396
1145,"bonjour j'aimerai vous envoyer un message via la plateforme des impôts je n'y arrive pas comment puis-je vous envoyer le document demandé ? 

cordialement barras angelique",2020-10-29 19:43:04,462,397
1146,Bonjour le 21 juillet j'avais fait la déclaration d'aide du covid 19 mais je me suis tromper du coup je l'ai refait le 22 juillet et c' est en attente bientôt un mois que je dois faire merci par avance   ,2020-08-15 08:48:51,463,398
1147,"Bonjours j’ai effectuer une demande en date du 16/07/2020 Sur mon espace impôts.gouv pour mon indemnité , a ce jours je n’est toujours pas de réponse que sa soit validé ou rufuser . J’attend votre réponse assez rapidement pour m’organiser pour trouver une autre solution à la demande merci .",2020-07-20 12:22:40,464,399
1148,"Bonjour, je souhaite connaître le nom du propriétaire et son adresse de l'adresse suivante : 252 rue de Villersin à Semoy (45400). Merci à vous",2020-06-17 09:31:54,465,400
1149,"Bonjour, je suis auto entrepreneur depuis Décembre 2013, et le 15 mars j'ai fermé ma petite entreprise Les fleurs du Quai, 2 Quai Mounier, et j'aimerais savoir ou puis-je déclarer pour à la prime de l'état de 15000 euros.
Cordialement Mme Liateni hafida ",2020-04-02 10:57:37,466,401
1150,"Oubliez mon message, j'ai trouvé !
(C'est juste que lorsque l'on vient du site impots.gouv, on arrive sur une page blanche !)",2019-12-23 16:30:29,467,402
1151,"Bonjour,
Je pensais trouver les données DVF dans la base documentaire de la DGFiP sur la plateforme data.gouv... eMais elle n'y sont pas.
Pouvez-vous me dire à quoi correspond cette page, car elle est vide !
Merci
Merci",2019-12-23 16:26:10,468,402
1152,quand on appel le numéro nais pas attribuer ,2021-02-18 10:20:15,468,402
1153,"Dans le cadre de l’examen du projet de loi de finances pour 2020, le gouvernement propose d’abaisser le taux de 2,5 % à 1,10 % perçu lors des partages de biens consécutifs à un divorce ou une séparation de partenaires pacsés.

J'aimerai savoir si et quand ce projet de loi est effectif. 
Cordialement
Aline Sagot",2019-12-13 12:44:06,469,403
1154,"Bonjour, 
j'ai égarée mon imposition je sais qu'elle s'élève à 463€ 
comment puis-je faire pour la régularisée? 

merci par avance 
Cordialement 

Goncet alexia ",2018-12-20 09:34:39,470,404
1155,"Bonjour, Dans le fichier csv il ne semble y avoir que 3294 communes. Est-ce une erreur et comment avoir les autres ?
Merci beaucoup pour ce jeu de données ",2021-02-07 15:14:00,471,405
1156,"Bonjour,
Comme indiqué dans la notice jointe, les balances comptables publiées sont celles des collectivités et de leurs établissements publics locaux (budgets principaux et  budgets annexes) pour lesquels au moins un code fonctionnel a été renseigné par la collectivité ou l'établissement public. La présentation fonctionnelle n'est obligatoire que pour les communes de 3500 habitants et plus.
Les balances comptables 2019 des communes sont disponibles  ici: https://www.data.gouv.fr/fr/datasets/balances-comptables-des-communes-en-2019/
Cordialement.",2021-02-08 09:09:31,471,405
1157,"Bonjour, 
Serait-il possible de mettre en ligne le même jeu de données pour les PLF suivant 2019, 2020 et 2021 ? 
Bien à vous, MBA",2021-01-24 21:59:46,472,406
1158,"Bonjour,
Je vous contacte en tant que Responsable du Pôle Projet du SGAMI Sud du Ministere de l'Interieur.
Nous avons mis en place un outil de calcul des interets légaux dans le cadre des procédures de contentieux et j'aurai souhaité pourvoir m'appuyer sur vos données Open Data pour mettre à jour automatiquement les taux semestriels.
Je m’aperçois que les données ne sont plus mise à jour en opendata.
Existe t'il un canal pour effectuer ses mises à jour sans avoir à consulter la page Web du Service Public ?
Cordialement",2021-01-19 15:16:19,473,407
1159,"a l'attention de la CDIF de Saint-Nazaire 44600
Propriétaire du terrain N° cadastre HR 105 à Saint Nazaire,
Je souhaite connaître le propriétaire de la parcelle HR 106.

Merci de votre réponse",2020-11-13 15:39:50,474,408
1160,"Bonjour,
connaissez-vous la date de mise à disposition des données 2018?
merci",2019-09-26 15:48:12,475,374
1161,"Bonjour
Dans le fichier des données 2017, nous n'avons plus les données sur les établissements de santé (CTYPE 501 à 506). Est-ce que ces données sont disponibles par ailleurs ?
Merci pour votre réponse",2019-02-28 16:42:51,476,409
1162,"Bonjour,
Est-il possible d'avoir le fichier des agrégats, y compris avec la population.
Merci",2019-02-27 11:26:59,477,410
1163,"Fichier intéressant, dommage qu'on ait perdu en route les données fiscales (bases, taux, produits...)",2019-02-27 16:37:49,477,410
1164,"Bonjour,

Selon la DGCL, les nomenclatures M57 et M22 n'étaient pas dématérialisées en 2014.

Sauriez-vous s'il existe un référentiel afin de pouvoir relier les numéros de comptes et fonctions à leurs descriptions, et si oui comment y accéder ? (j'espérais obtenir les plans de compte sur odm-budgetaire.org, mais ces deux normes n'existaient pas en 2014)

Merci par avance pour votre aide,

PiwEL Massard",2020-10-20 11:44:16,478,411
1165,"Je recherche les recettes fiscales et non fiscales de l'année 2011 et les années précédentes de l’État, j'ai pu trouver celles à partir de 2012. Pouvez vous m'aider ?",2020-10-02 19:32:22,479,412
1166,"Bonjour, 
Il n'y a qu'une liste de chiffres dans le csv, aucune liste d'associations comme les précédentes publications (2012 à 2018)
Même souci avec la publication de 2019
Pourriez-vous mettre à jour la publication avec les données pour 2020 et 2019 ?
Merci",2020-07-28 20:28:34,480,328
1167,Je rencontre le même problème mais il semle que les données sont disponibles aussi sur le site performance-publique : https://www.performance-publique.budget.gouv.fr/sites/performance_publique/files/farandole/ressources/2020/pap/pdf/jaunes/credits_aux_associations_2018.xlsx,2020-11-01 22:31:45,480,328
1168,"bonjour
je trouve bien les stocks vins à la propriété, mais je ne trouve pas les stocks vins au négoce; ces derniers sont ils publiés?
merci de votre réponse
cordialement
pierre Vieillefosse.",2020-07-22 09:52:39,481,413
1169,"je ne trouve pas les stocks déclarés par les viticulteurs au 31/7/2019, ni au commerce",2020-07-22 10:11:50,481,413
1170,"Bonjour,

Dans l'attente d'une mise à jour de cette page, vous pouvez retrouver les dernières mises à jour concernant les données des stocks de vins sur https://www.douane.gouv.fr/la-douane/opendata/categories/viticulture/stocks-de-vins.

Cordialement,
Douanes françaises - Bureau de la communication",2020-07-22 14:13:09,481,413
1171,"bonjour

je voudrais accéder aux données sur Relevé par département de la production des vins de 2010 à 2018.
pourquoi ne sont elles plus disponible?

merci

bonne journée
yan baumann",2019-11-12 10:20:56,482,414
1172,"Bonjour,

Les données sont bien accessibles : elles figurent en fin de la liste des jeux de données proposées.
Je n'ai pas d'explication concernant ces doublons non accessibles et je vais tenter de les supprimer.

Pour information, les jeux de données qui vous intéressent sont également accessibles via :
- data.economie.gouv.fr/
- https://www.douane.gouv.fr/la-douane/opendata/categories/viticulture/production-de-vins

Cordialement,

Vincent AUBRY-LECOMTE
DGDDI-Bureau de la communication
Webmestre www.douane.gouv.fr",2019-11-12 10:45:27,482,414
1173,"Pourquoi est-ce que je suis demande d'un mot de passe (que j'ignore) pour pouvoir ouvrir le fichier ""Relevé par département de la production des vins (2018)""",2019-06-10 06:32:34,483,415
1174,"Bonjour,

Je viens de vérifier et il ne semble pas y a pas de problème particulier pour télécharger le fichier : https://www.data.gouv.fr/fr/datasets/r/3befaaf8-6880-49d6-b18e-6351c9300162

Peut-être un problème technique temporaire.

Cordialement,

Vincent AUBRY-LECOMTE
DGDDI-Bureau de la communication
Webmestre www.douane.gouv.fr",2019-06-11 09:04:12,483,415
1175,"Bonjour,
Où peut-on trouver le nom du ministère correspondant au code numérique des colonnes ""ministere"" dans ce jeu de données ?
Merci.",2020-07-09 13:29:49,484,416
1176,"Bonjour,

IL vous faut utiliser le fichier Nomenclature du PLF 2020 :
https://data.economie.gouv.fr/api/datasets/1.0/projet-de-loi-de-finances-pour-2020-plf-2020-donnees-du-plf-et-des-annexes-proje/attachments/plf_2020_nomenclature_csv
En filtrant sur Type ligne = ""MIN""

Cordialement",2020-07-09 13:37:47,484,416
1177,"Bonjour,
Merci pour la publication des fichiers ""Projet de loi de finances initiale pour 2020 (LFI 2020) "".
J'ai deux remarques :
1) dans le fichier ""Projet de loi de finances initiale pour 2020 (LFI 2020)"", il y a deux colonnes ""AE LFI 2020"". Je suppose que l'une des deux contient en réalité les CP ? Laquelle ?
2) dans le fichier ""Nomenclature"", le nom de la colonne ""Type ligne "" contient un espace à la fin. Ce n'est pas très grave, mais ça gêne certains traitements...
Merci.",2020-03-02 10:12:35,485,417
1178,"Bonjour,
L'erreur sur le nom de la colonne sur le fichier des crédits de la LFI est corrigée ainsi que les espaces en trop dans le fichier de la nomenclature.
Les fichiers viennent d'être publiés sur le site data.economie.gouv.fr, ils devrait être répliqués sur le site data.gouv.fr dans les 24H.
Cordialement.
",2020-03-03 10:11:33,485,417
1179,Merci beaucoup !,2020-03-03 12:48:35,485,417
1180,"Bonjour, 

Nous sommes en quêtes de l'Excel 2018 des subventions versées. Pourriez vous me l'adresser ou m'indiquer ou le trouver SVP ?
Vous en remerciant par avance 

Bien cordialement 

JC JOURDAN
",2020-06-18 16:07:07,486,418
1181,"Bonjour,

Le fichier est sur le site de la direction du budget :
https://www.budget.gouv.fr/documentation/fid-download/5060

Il va être ajouté sur les sites data.economie.gouv.fr et data.gouv.fr

Cordialement,
V. Amilhaud",2020-06-18 16:27:47,486,418
1182,et 2019 / 2020 ? ,2020-06-18 16:46:21,486,418
1183,"Ce document Jaune ""Effort financier de l'État en faveur des associations"" est une annexe au projet de loi de finances déposé en octobre de chaque année au Parlement. Les données 2019 seront dans le document joint au PLF 2021 et disponible en octobre 2020 (pour les données 2020, ce sera avec le PLF 2022 en octobre 2021).

Cordialement,
V. Amilhaud
",2020-06-18 17:24:59,486,418
1184,"Bonjour,

Afin que les données relatives aux subventions versées aux associations par les ministères puissent être retrouvées facilement je propose de leur associer systématiquement les tags suivants : subvention, subventions, association, associations, jaune.",2016-06-24 18:50:36,487,419
1185,Erreur de téléchargement des fichiers,2014-09-29 13:19:29,488,420
1186,Tous les fichiers CSV retournent une erreur 404 (Page introuvable) lorsque je tente des les télécharger.,2014-09-28 23:02:40,489,261
1187,"Ces fichiers retraçant les subventions aux associations de 2010 à 2012 comportent un nombre considérable d'erreurs.
Sur 39 361 associations distinctes répertoriées, 855 d'entre elles ont un numero d'identification (SIREN) invalide (2,17%). Un montant total de  26 653 952 € fut alloué ces 3 dernières années à ces associations non répertoriées.",2014-03-13 22:49:04,490,421
1188,"Bonjour, 
serait-il possible d'avoir accès au SIREN des entreprises ayant obtenu le statut JEI. 
Merci",2020-06-16 14:26:11,491,422
1189,"Bonjour, 

Il me semble qu'une erreur s’est glissée dans le tableau tab410bis_2017, à minima pour les départements ""2X"".
Les lignes seraient décalées. Si on ne s’intéresse qu’aux départements débutant par « 2 », c’est-à-dire de la Corse-du-Sud (2A) au Finistère (29) :
Actuellement, Corse-du-Sud (2A) et Haute-Corse (2B) affichent une CVAE ""payée au profit de l'ensemble des collectivités"" de 93 029 et 65 158 milliers d'euros, alors que 14 052 et 14 196 milliers d’euros me semblent être des montants plus cohérents lorsqu’on compare le fichier tab410bis_2017 avec tab410bis_2018 ou avec le fichier REI 2017. Ces deux valeurs (14 052 et 14 196) sont actuellement associées à l'Eure-et-Loir (28) et au Finistère (29), les deux départements en fin de liste. 
Si on rattache les départements 2A et 2B aux valeurs en fin de liste, il faudrait ensuite remonter chaque ligne de deux crans, ce qui donnerait une CVAE de 93 029 milliers d’euros pour la Côte d’Or (21) contre 8 437 actuellement, 65 158 pour les Cotes d’Armor (22) contre 32 791 actuellement, 8 437 pour la Creuse (23) contre 88 781 actuellement, etc… 
Pour information, ces départements affichent une CVAE de 98 151, 65 416 et 8 429 milliers d’euros en 2018 (fichier tab410bis_2018).
Si le point précédent est vrai, l’erreur s’est malheureusement répercutée sur la synthèse par région. 

En vous remerciant par avance pour votre retour,

Nicolas ALLINE",2020-04-28 11:09:43,492,133
1190,"Madame, Monsieur, 

Dans le cadre de mon mémoire, j'essaye de comprendre si les évolutions des taux de l'ISF ont eu un impact (et si oui, lequel) sur les inégalités de patrimoine. Néanmoins, je trouve très peu de data publiques à ce sujet. Par exemple, il serait utile d'avoir la moyenne des taux par année afin de pouvoir comparer son évolution depuis milieu des années 80. Seriez-vous en capacité de me fournir d'autres données telles que celle-ci? 

Merci infiniment par avance, 

Perla Soussan",2020-04-21 02:26:27,493,423
1191,"Bonjour,

J'effectue une analyse de données sur l'ISF, qui est devenu IFI en 2018.
Pouvez vous nous expliquer pourquoi nous passons de (Personne Redevable) en 2016 : 191 K ; 2017 : 193 K à IFI 2018 personne redevable : 74 K ?
Cordialement,",2020-03-04 09:52:17,494,424
1192,DELETED,2020-03-07 20:34:32,494,424
1193,"Bonjour,
Je suis professeur de Droit Fiscal et je suis à la recherche d'une série longue permettant de visualiser le montant des droits de succession encaissés par l'État pour mesurer les variations en fonction de l'évolution de la législation fiscale. L'idéal pour moi serait d'avoir depuis 1958 ou au pire depuis 2000. Par ailleurs, je souhaiterais connaître le nombre de déclarations de successions enregistrées au cours des dernières années, notamment 2018. Merci de m'indiquer comment accéder aux données. J'ai trouvé très rigolo le fichier : où sont les riches et je me prépare à utiliser ces données car c'est très instructif de localiser les grandes fortunes. Cordial souvenir de Montpellier",2020-03-03 14:46:51,495,425
1194,"Bonjour,
Une partie des informations que vous recherchez est disponible dans les tableaux de l'annuaire statistique.
https://www.data.gouv.fr/fr/datasets/annuaire-statistique/
Cordialement,
Le bureau GF-3C de la DGFiP",2020-03-04 16:30:16,495,425
1195,DELETED,2020-03-07 20:34:53,495,425
1196,"Bonjour,
Est-il possible de recevoir le nombre de contribuables total concernés par l'IFI en 2018 + l'ISF en 2017 pour faire une comparaison ?
Ces informations me seront utiles pour la rédaction de mon mémoire universitaire.

Par avance merci

Cordialement,

Landie POINSOT",2020-01-20 13:49:40,496,426
1197,DELETED,2020-03-07 20:35:12,496,426
1198,"Bonjour,
Pourquoi n'avons nous pas accès aux données de plus petites communes?
Dans le xls il est indiqué que les prix sont en Euros mais je suppose qu'ils sont plutôt en k€ (à moins que Paris n'ai payé au total que 300k€ d'ISF en 2017 mais j'en doute)",2018-12-16 11:07:53,497,427
1199,DELETED,2020-03-07 20:35:31,497,427
1200,Tous les liens sont morts !,2017-02-01 19:04:11,498,428
1201,DELETED,2020-03-07 20:35:43,498,428
1202,"Bonjour,

Comment peut on télécharger les données? les liens semblent obsolètes...

En vous remerciant",2017-01-05 10:51:04,499,429
1203,DELETED,2020-03-07 20:36:02,499,429
1204,"Bonjour, très intéressante série de données... qui s'arrête malheureusement en 2012. Disposez-vous des données 2013 ? Merci !",2014-09-08 17:21:46,500,152
1205,"Les données 2013 viennent d'être chargées !
Merci pour votre alerte M. Chignard !
A très vite

",2014-09-08 17:39:53,500,152
1206,"J'ai longuement regardé le site Web et je ne trouve l'information nulle part. Plus précisément, j'ai besoin de données sur le montant de la coopération technique fournie par la France à un certain nombre de pays. Cad 2a a cette information pour 2006-2011.",2020-04-14 13:08:40,501,430
1207,"Je suis un peu surprise qu'en mars 2020, les dernières données disponibles sur les marchés publics conclus remontent à 2017 ! Quand les données 2018 et 2019 seront-elles disponibles ?
Par ailleurs, je recherche les marchés attribués par la Société du Grand Paris, opérateur de l'Etat, et je n'ai rien trouvé  sur leurs marchés en 2017.",2020-03-26 11:45:47,502,431
1208,"Bonjour Juhel,

Les marchés conclus ont désormais été remplacés par les données essentielles, ce jeu de données ne sera plus mis à jour. Vous pouvez retrouver les données essentielles de PLACE à de divers endroits :

En effectuant une recherche via l’utilitaire DUME (https://dume.chorus-pro.gouv.fr/#/donnees-essentielles/rechercher)
En fouillant le jeu de données suivant : https://www.data.gouv.fr/fr/datasets/fichiers-consolides-des-donnees-essentielles-de-la-commande-publique/

Cordialement",2020-03-26 13:22:39,502,431
1209,"Bonjour,
Pouvez-vous nous indiquer quand les données de 2018 seront disponibles ?
Cordialement,
Isabelle Jourdain",2020-02-03 18:00:41,503,432
1210,"Bonjour Isabelle,

Les marchés conclus ont désormais été remplacés par les données essentielles, ce jeu de données ne sera plus mis à jour. Vous pouvez retrouver les données essentielles de PLACE à de divers endroits :

En effectuant une recherche via l’utilitaire DUME (https://dume.chorus-pro.gouv.fr/#/donnees-essentielles/rechercher)
En fouillant le jeu de données suivant : https://www.data.gouv.fr/fr/datasets/fichiers-consolides-des-donnees-essentielles-de-la-commande-publique/

Cordialement",2020-03-26 13:25:47,503,432
1211,"Bonjour,
Pourrais-je savoir quand vous comptez publier les données de 2018 SVP ?
Nous aimerions vérifier que les données de la CNSA y figurent.
Merci",2019-08-08 08:25:49,504,433
1212,"Bonjour Julien,

Les marchés conclus ont désormais été remplacés par les données essentielles, ce jeu de données ne sera plus mis à jour. Vous pouvez retrouver les données essentielles de PLACE à de divers endroits : 
- En effectuant une recherche via l'utilitaire DUME (https://dume.chorus-pro.gouv.fr/#/donnees-essentielles/rechercher)
- En fouillant le jeu de données suivant : https://www.data.gouv.fr/fr/datasets/fichiers-consolides-des-donnees-essentielles-de-la-commande-publique/

Cordialement",2019-08-08 14:30:58,504,433
1213,"Bonjour Maxime,

Peut-être pourriez-vous ajouter ces informations dans la description du jeu de données ?

Certaines personnes risquent de ne pas comprendre l'absence de données depuis 2017, et elles n'auront peut-être pas le réflexe de regarder la zone des commentaires.

Merci beaucoup.",2019-08-16 07:43:05,504,433
1214,"Bonjour,
Pouvez-vous nous indiquer quand les données de 2017 seront disponibles ?
Cordialement,
Isabelle Jourdain",2018-10-12 09:34:04,505,432
1215,"Bonjour,
Petit contretemps de mon côté, j'essaie de les publier dans la semaine.",2018-11-06 10:11:21,505,432
1216,C'est publié !,2018-11-06 10:50:58,505,432
1217,"Merci pour votre action.
Cordialement,",2018-11-06 13:52:52,505,432
1218,Je reste preneur de toutes remarques quant à la qualité des données (j'ai déjà pu observé des lignes vides nuisant au bon fonctionnement de filtre Excel),2018-11-06 14:10:04,505,432
1219,"Bonjour, quand pouvons-nous espérer la publication des informations des marchés conclus en 2017 ?

Merci.",2018-08-13 08:27:46,506,434
1220,C'est publié !,2018-11-06 10:51:10,506,434
1221,"Bonjour,

Est-il possible d'obtenir ces données avant 2011?

Cordialement,
Patrick",2018-03-06 21:02:56,507,435
1222,"Bonjour,
Il me semblait que la base 2016 devait être publiée au 01/07/2017. Quand doit-elle sortir?
Cordialement,
David le Douguet",2017-09-18 16:20:33,508,436
1223,"On trouve 183 valeurs 999999 dans le fichier 2013, n'est-ce pas une valeur non renseignée mal passée ? ",2015-05-20 13:39:09,509,437
1224,"Bonjour,

La dernière mise à jour a été effectuée il y a plus d'un an (14 septembre 2013). Savez-vous quand les années 2013 et 2014 seront disponibles ?

Cordialement,
LTN Mathieu GRZYBEK",2014-05-12 16:46:33,510,438
1225,"Impossible de contacter les bureaux de tabacs (ne faisant ni bar, ni restaurant) alors que ces derniers devaient rester ouverts, c'est quoi ce bordel ?? ",2020-03-19 12:42:02,511,439
1226,"Bonjour,

Le code source relatif à la taxe foncière sur les propriétés bâties renvoie à un fichier source dénommé TAUDIS (fichier EFITAUX2.cob). 
Malgré mes recherches je ne parviens pas à trouver ce fichier sur le site data.gouv. 
Vous serait-il possible de me transmettre ce fichier qui paraît indispensable à tout travail de réutilisation.
Je vous remercie par avance pour votre aide.
Cordialement
Vincent HERMILLE",2020-02-26 17:11:40,512,440
1227,"bjr je voudrais un renseignement sur l exoneration de la tf 2019 pour une personne de 83 ans ..cette personne est mon beau père il a recu sa tf pour un montant de 929 euros il est non imposable et le montant de ses revenus pour l annee 2018 est de 8456 euros peut t il demander l exoneration   merci pour vos reponses ….cordialement
",2019-10-08 11:41:42,513,441
1228,"Bonjour, le mieux est de vous adresser à votre service des impôts (le sien) qui vous apportera la réponse adaptée. Cordialement.",2019-10-08 11:44:02,513,441
1229,"Bonjour,
j'ai 84 ans et j'ai reçu ma taxe foncière de presque 200 euro de plus que l'année dernière ,hors je n'ai fait aucun travaux ni de modification dans mon logement!",2019-09-23 07:52:41,514,442
1230,"Bonjour Madame, 
Il faudrait vous adresser à votre service des impôts pour comprendre l'origine de cette hausse, par exemple par le site impots.gouv.fr. Ce portail a vocation a assurer la publication de codes source et de données, mais nous n'avons pas pour rôle (et nous en serions incapable) de répondre aux demandes individuelles. Bonne journée.",2019-09-23 13:55:41,514,442
1231,"quand saurais-je le montant de mes taxes foncières,merci",2019-09-17 00:56:58,515,443
1232,"Bonjour Madame, 
data.gouv.fr est le portail interministériel des données ""brutes"" de l'Etat. Adressez-vous directement à votre service des impôts pour avoir la réponse à la question que vous vous posez, ici nous n'en savons rien. Bonne journée, 
",2019-09-17 04:02:38,515,443
1233,"

Bonjour,

dans le cadre de la publication du code calcul de taxe foncière : https://github.com/etalab/taxe-fonciere
J'ai identifié quelques éléments qu'il me semble intéressant de patcher assez vite (sur le GIT au moins) :

    EFITA3B8.cob:15-17,
    le code devrait être
    ' 01 SLATVARS PIC X(122) VALUE 'SLAT
    - 'VARS START: DATEUPD TIMEUPD PROGRAMMERNAME MODNAME LVNO UPNO
    - ' DATA-SET-NAME-FOR-THE-LIBRARIAN-MASTER-FILESLAT VARS END'.
    '

CTXTA3B.cob:23-25
le code devrait être
' 01 SLATVARS PIC X(122) VALUE 'SLAT
- 'VARS START: DATEUPD TIMEUPD PROGRAMMERNAME MODNAME LVNO UPNO
- ' DATA-SET-NAME-FOR-THE-LIBRARIAN-MASTER-FILESLAT VARS END'.
'


Redites moi,
Merci
",2019-08-27 04:21:06,516,444
1234,"en Français,svp,merci",2019-09-17 00:57:39,516,444
1235,"Bonjour,

effectivement il y a eu une petite erreur de copier coller. 
Je disais, qu'a l'instar de ce qui a été fait dans les autres fichier de code publié pour ce projet, il faudrait remplacer les informations personnelles et donc explicitement nominatives du développeur présentes en entête du code.

Je viens de regarder, c'est toujours d'actualité.
Bonne journée,
",2019-10-22 07:47:38,516,444
1236,"Bonjour, je note que pour le fichier Projet de loi de finances pour 2018 (PLF 2018), données du PLF et des annexes projet annuel de performance (PAP), les données chargées sont celles de 2015. Serait-il possible d'avoir accès aux données de l'année 2018 ? Merci d'avance.",2020-02-13 11:25:15,517,445
1237,"Bonjour,

L'erreur est corrigée sur le site open data des ministères économiques et financiers :
https://data.economie.gouv.fr/explore/dataset/projet-de-loi-de-finances-pour-2018-plf-2018-donnees-du-plf-et-des-annexes-proje/information/

Cela devrait être propagé sur data.gouv.fr dans les 24H.

Cordialement.",2020-02-18 10:12:06,517,445
1238,"Dans la description du dataset, on parle de ""comptes de commerce"" mais dans les intitulés des fichiers, on ne retrouve pas la notion de compte de commerce. En revanche, on trouve la notion de compte de concours financiers qui n'est pas mentionnée dans la documentation.",2018-07-20 17:25:05,518,446
1239,"En voulant créer un fichier consolidé des données budgétaires, on s'est aperçu qu'il n'y avait pas le fichier Budget annexe par mission sur l'axe nature. Est-ce normal ?",2018-07-20 17:15:28,519,446
1240,"Bonjour,
Les DECP moissonnés par PubliXL (https://www.data.gouv.fr/fr/datasets/decp-moissonnes-par-publixl/) sont elles intégrées dans le flux decp.ocds.json ?
Cordialement.",2020-02-11 18:14:30,520,447
1241,"Bonjour,

Les données moissonnées par PubliXL l'ont été sans le consentement des plateformes concernées. De façon à privilégier une récupération des données respectueuse, nous préférons ne pas intégrer ses données tant que l'accord de chaque plateforme concernée n'aura pas été obtenu.

Enfin, pour information, le fichier decp.ocds.json est un fichier expérimental. Les fichiers de production sont decp.json et decp.xml.

Ai-je bien répondu à votre question ?",2020-02-17 14:07:22,520,447
1242,"Oui, merci pour votre réponse très claire. Cordialement.",2020-02-18 18:38:36,520,447
1243,"Bonjour,
tout d'abord, merci de votre travail, indiscutablement intéressant et utile pour les collectivités publiant leurs marchés sur la plateforme AWS.
Faites-vous ce travail dans le cadre de la mission Etalab ? Comptez-vous partager la méthodologie de votre travail ? Sinon, serait-il effectivement possible de rentrer en contact avec vous pour un échange téléphonique ?
Je vous remercie d'avance,
Marina Alletti ",2019-09-14 10:09:47,521,448
1244,"Bonjour,

La récupération de ces données se fait sur mon temps libre, même si je suis par ailleurs très impliqué dans la centralisation des données de marchés publics en collaboration avec la mission Etalab : https://www.data.gouv.fr/fr/datasets/5cd57bf68b4c4179299eb0e9/

La méthodologie est assez simple : je me rends sur ce formulaire (https://www.marches-publics.info/mpiaws/index.cfm?fuseaction=pub.affResultats&IDs=25), je recherche toutes les attributions pour un mois donné, et je télécharge le résultat, que je publie ici. AWS ne met malheureusement pas à disposition de moyen de télécharger ces données de façon automatisée. 

Je vous écris un mail avec mon numéro de téléphone.",2019-09-15 15:53:05,521,448
1245,"Mon mail est en ""quarantaine"" et doit apparemment être validé par vos collègues.",2019-09-15 18:33:55,521,448
1246,"Bonjour,
le collègues de l'informatique vérifient. 
Sinon, merci de votre réponse. Si je n'arrive pas à recevoir votre message d'ici demain, je vous recontacterai d'ici.",2019-09-16 09:33:21,521,448
1247,"Bonjour,

Avez-vous reçu mon email ? Souhaitez-vous toujours que nous échangions par téléphone ?

Bien à vous.",2020-01-14 16:01:40,521,448
1248,"Bonjour Monsieur ,
Pourrions-nous rentrer en contact dans le cadre de l'intégration des données essentielles dans notre solution de E Sourcing Sélénée du groupe ach@t solutions .
Cordialement 
jean.denoy@achatsolutions.fr",2019-08-14 11:12:15,522,449
1249,Contact pris par mail dans la foulée.,2020-01-14 16:01:04,522,449
